Type Name,Base Type,Value Name,Value,Comment,,,,,,,,,,,,,,
,,stride_speed_distance,124,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ant_network,enum,,,,,,,,,,,,,,,,,
,,public,0,,,,,,,,,,,,,,,
,,antplus,1,,,,,,,,,,,,,,,
,,antfs,2,,,,,,,,,,,,,,,
,,private,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
workout_capabilities,uint32z,,,,,,,,,,,,,,,,,
,,interval,0x00000001,,,,,,,,,,,,,,,
,,custom,0x00000002,,,,,,,,,,,,,,,
,,fitness_equipment,0x00000004,,,,,,,,,,,,,,,
,,firstbeat,0x00000008,,,,,,,,,,,,,,,
,,new_leaf,0x00000010,,,,,,,,,,,,,,,
,,tcx,0x00000020,For backwards compatibility.  Watch should add missing id fields then clear flag.,,,,,,,,,,,,,,
,,speed,0x00000080,Speed source required for workout step.,,,,,,,,,,,,,,
,,heart_rate,0x00000100,Heart rate source required for workout step.,,,,,,,,,,,,,,
,,distance,0x00000200,Distance source required for workout step.,,,,,,,,,,,,,,
,,cadence,0x00000400,Cadence source required for workout step.,,,,,,,,,,,,,,
,,power,0x00000800,Power source required for workout step.,,,,,,,,,,,,,,
,,grade,0x00001000,Grade source required for workout step.,,,,,,,,,,,,,,
,,resistance,0x00002000,Resistance source required for workout step.,,,,,,,,,,,,,,
,,protected,0x00004000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
battery_status,uint8,,,,,,,,,,,,,,,,,
,,new,1,,,,,,,,,,,,,,,
,,good,2,,,,,,,,,,,,,,,
,,ok,3,,,,,,,,,,,,,,,
,,low,4,,,,,,,,,,,,,,,
,,critical,5,,,,,,,,,,,,,,,
,,charging,6,,,,,,,,,,,,,,,
,,unknown,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
hr_type,enum,,,,,,,,,,,,,,,,,
,,normal,0,,,,,,,,,,,,,,,
,,irregular,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
course_capabilities,uint32z,,,,,,,,,,,,,,,,,
,,processed,0x00000001,,,,,,,,,,,,,,,
,,valid,0x00000002,,,,,,,,,,,,,,,
,,time,0x00000004,,,,,,,,,,,,,,,
,,distance,0x00000008,,,,,,,,,,,,,,,
,,position,0x00000010,,,,,,,,,,,,,,,
,,heart_rate,0x00000020,,,,,,,,,,,,,,,
,,power,0x00000040,,,,,,,,,,,,,,,
,,cadence,0x00000080,,,,,,,,,,,,,,,
,,training,0x00000100,,,,,,,,,,,,,,,
,,navigation,0x00000200,,,,,,,,,,,,,,,
,,bikeway,0x00000400,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
weight,uint16,,,,,,,,,,,,,,,,,
,,calculating,0xFFFE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
workout_hr,uint32,,,0 - 100 indicates% of maz hr; >100 indicates bpm (255 max) plus 100,,,,,,,,,,,,,,
,,bpm_offset,100,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
workout_power,uint32,,,0 - 1000 indicates % of functional threshold power; >1000 indicates watts plus 1000.,,,,,,,,,,,,,,
,,watts_offset,1000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
bp_status,enum,,,,,,,,,,,,,,,,,
,,no_error,0,,,,,,,,,,,,,,,
,,error_incomplete_data,1,,,,,,,,,,,,,,,
,,error_no_measurement,2,,,,,,,,,,,,,,,
,,error_data_out_of_range,3,,,,,,,,,,,,,,,
,,error_irregular_heart_rate,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
user_local_id,uint16,,,,,,,,,,,,,,,,,
,,local_min,0x0000,,,,,,,,,,,,,,,
,,local_max,0x000F,,,,,,,,,,,,,,,
,,stationary_min,0x0010,,,,,,,,,,,,,,,
,,stationary_max,0x00FF,,,,,,,,,,,,,,,
,,portable_min,0x0100,,,,,,,,,,,,,,,
,,portable_max,0xFFFE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
swim_stroke,enum,,,,,,,,,,,,,,,,,
,,freestyle,0,,,,,,,,,,,,,,,
,,backstroke,1,,,,,,,,,,,,,,,
,,breaststroke,2,,,,,,,,,,,,,,,
,,butterfly,3,,,,,,,,,,,,,,,
,,drill,4,,,,,,,,,,,,,,,
,,mixed,5,,,,,,,,,,,,,,,
,,im,6,"IM is a mixed interval containing the same number of lengths for each of: Butterfly, Backstroke, Breaststroke, Freestyle, swam in that order.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
activity_type,enum,,,,,,,,,,,,,,,,,
,,generic,0,,,,,,,,,,,,,,,
,,running,1,,,,,,,,,,,,,,,
,,cycling,2,,,,,,,,,,,,,,,
,,transition,3,Mulitsport transition,,,,,,,,,,,,,,
,,fitness_equipment,4,,,,,,,,,,,,,,,
,,swimming,5,,,,,,,,,,,,,,,
,,walking,6,,,,,,,,,,,,,,,
,,all,254,All is for goals only to include all sports.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
activity_subtype,enum,,,,,,,,,,,,,,,,,
,,generic,0,,,,,,,,,,,,,,,
,,treadmill,1,Run,,,,,,,,,,,,,,
,,street,2,Run,,,,,,,,,,,,,,
,,trail,3,Run,,,,,,,,,,,,,,
,,track,4,Run,,,,,,,,,,,,,,
,,spin,5,Cycling,,,,,,,,,,,,,,
,,indoor_cycling,6,Cycling,,,,,,,,,,,,,,
,,road,7,Cycling,,,,,,,,,,,,,,
,,mountain,8,Cycling,,,,,,,,,,,,,,
,,downhill,9,Cycling,,,,,,,,,,,,,,
,,recumbent,10,Cycling,,,,,,,,,,,,,,
,,cyclocross,11,Cycling,,,,,,,,,,,,,,
,,hand_cycling,12,Cycling,,,,,,,,,,,,,,
,,track_cycling,13,Cycling,,,,,,,,,,,,,,
,,indoor_rowing,14,Fitness Equipment,,,,,,,,,,,,,,
,,elliptical,15,Fitness Equipment,,,,,,,,,,,,,,
,,stair_climbing,16,Fitness Equipment,,,,,,,,,,,,,,
,,lap_swimming,17,Swimming,,,,,,,,,,,,,,
,,open_water,18,Swimming,,,,,,,,,,,,,,
,,all,254,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
activity_level,enum,,,,,,,,,,,,,,,,,
,,low,0,,,,,,,,,,,,,,,
,,medium,1,,,,,,,,,,,,,,,
,,high,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
side,enum,,,,,,,,,,,,,,,,,
,,right,0,,,,,,,,,,,,,,,
,,left,1,,,,,,,,,,,,,,,
left_right_balance,uint8,,,,,,,,,,,,,,,,,
,,mask,0x7F,% contribution,,,,,,,,,,,,,,
,,right,0x80,"data corresponds to right if set, otherwise unknown",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
left_right_balance_100,uint16,,,,,,,,,,,,,,,,,
,,mask,0x3FFF,% contribution scaled by 100,,,,,,,,,,,,,,
,,right,0x8000,"data corresponds to right if set, otherwise unknown",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
length_type,enum,,,,,,,,,,,,,,,,,
,,idle,0,Rest period. Length with no strokes,,,,,,,,,,,,,,
,,active,1,Length with strokes.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
day_of_week,enum,,,,,,,,,,,,,,,,,
,,sunday,0,,,,,,,,,,,,,,,
,,monday,1,,,,,,,,,,,,,,,
,,tuesday,2,,,,,,,,,,,,,,,
,,wednesday,3,,,,,,,,,,,,,,,
,,thursday,4,,,,,,,,,,,,,,,
,,friday,5,,,,,,,,,,,,,,,
,,saturday,6,,,,,,,,,,,,,,,
connectivity_capabilities,uint32z,,,,,,,,,,,,,,,,,
,,bluetooth,0x00000001,,,,,,,,,,,,,,,
,,bluetooth_le,0x00000002,,,,,,,,,,,,,,,
,,ant,0x00000004,,,,,,,,,,,,,,,
,,activity_upload,0x00000008,,,,,,,,,,,,,,,
,,course_download,0x00000010,,,,,,,,,,,,,,,
,,workout_download,0x00000020,,,,,,,,,,,,,,,
,,live_track,0x00000040,,,,,,,,,,,,,,,
,,weather_conditions,0x00000080,,,,,,,,,,,,,,,
,,weather_alerts,0x00000100,,,,,,,,,,,,,,,
,,gps_ephemeris_download,0x00000200,,,,,,,,,,,,,,,
,,explicit_archive,0x00000400,,,,,,,,,,,,,,,
,,setup_incomplete,0x00000800,,,,,,,,,,,,,,,
,,continue_sync_after_software_update,0x00001000,,,,,,,,,,,,,,,
,,connect_iq_app_download,0x00002000,,,,,,,,,,,,,,,
,,golf_course_download,0x00004000,,,,,,,,,,,,,,,
,,device_initiates_sync,0x00008000,Indicates device is in control of initiating all syncs,,,,,,,,,,,,,,
,,connect_iq_watch_app_download,0x00010000,,,,,,,,,,,,,,,
,,connect_iq_widget_download,0x00020000,,,,,,,,,,,,,,,
,,connect_iq_watch_face_download,0x00040000,,,,,,,,,,,,,,,
,,connect_iq_data_field_download,0x00080000,,,,,,,,,,,,,,,
,,connect_iq_app_managment,0x00100000,Device supports delete and reorder of apps via GCM,,,,,,,,,,,,,,
,,swing_sensor,0x00200000,,,,,,,,,,,,,,,
,,swing_sensor_remote,0x00400000,,,,,,,,,,,,,,,
,,incident_detection,0x00800000,Device supports incident detection,,,,,,,,,,,,,,
,,audio_prompts,0x01000000,,,,,,,,,,,,,,,
,,wifi_verification,0x02000000,Device supports reporting wifi verification via GCM,,,,,,,,,,,,,,
,,true_up,0x04000000,Device supports True Up,,,,,,,,,,,,,,
,,find_my_watch,0x08000000,Device supports Find My Watch,,,,,,,,,,,,,,
,,remote_manual_sync,0x10000000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
weather_report,enum,,,,,,,,,,,,,,,,,
,,current,0,,,,,,,,,,,,,,,
,,forecast,1,Deprecated use hourly_forecast instead,,,,,,,,,,,,,,
,,hourly_forecast,1,,,,,,,,,,,,,,,
,,daily_forecast,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
weather_status,enum,,,,,,,,,,,,,,,,,
,,clear,0,,,,,,,,,,,,,,,
,,partly_cloudy,1,,,,,,,,,,,,,,,
,,mostly_cloudy,2,,,,,,,,,,,,,,,
,,rain,3,,,,,,,,,,,,,,,
,,snow,4,,,,,,,,,,,,,,,
,,windy,5,,,,,,,,,,,,,,,
,,thunderstorms,6,,,,,,,,,,,,,,,
,,wintry_mix,7,,,,,,,,,,,,,,,
,,fog,8,,,,,,,,,,,,,,,
,,hazy,11,,,,,,,,,,,,,,,
,,hail,12,,,,,,,,,,,,,,,
,,scattered_showers,13,,,,,,,,,,,,,,,
,,scattered_thunderstorms,14,,,,,,,,,,,,,,,
,,unknown_precipitation,15,,,,,,,,,,,,,,,
,,light_rain,16,,,,,,,,,,,,,,,
,,heavy_rain,17,,,,,,,,,,,,,,,
,,light_snow,18,,,,,,,,,,,,,,,
,,heavy_snow,19,,,,,,,,,,,,,,,
,,light_rain_snow,20,,,,,,,,,,,,,,,
,,heavy_rain_snow,21,,,,,,,,,,,,,,,
,,cloudy,22,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
weather_severity,enum,,,,,,,,,,,,,,,,,
,,unknown,0,,,,,,,,,,,,,,,
,,warning,1,,,,,,,,,,,,,,,
,,watch,2,,,,,,,,,,,,,,,
,,advisory,3,,,,,,,,,,,,,,,
,,statement,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
weather_severe_type,enum,,,,,,,,,,,,,,,,,
,,unspecified,0,,,,,,,,,,,,,,,
,,tornado,1,,,,,,,,,,,,,,,
,,tsunami,2,,,,,,,,,,,,,,,
,,hurricane,3,,,,,,,,,,,,,,,
,,extreme_wind,4,,,,,,,,,,,,,,,
,,typhoon,5,,,,,,,,,,,,,,,
,,inland_hurricane,6,,,,,,,,,,,,,,,
,,hurricane_force_wind,7,,,,,,,,,,,,,,,
,,waterspout,8,,,,,,,,,,,,,,,
,,severe_thunderstorm,9,,,,,,,,,,,,,,,
,,wreckhouse_winds,10,,,,,,,,,,,,,,,
,,les_suetes_wind,11,,,,,,,,,,,,,,,
,,avalanche,12,,,,,,,,,,,,,,,
,,flash_flood,13,,,,,,,,,,,,,,,
,,tropical_storm,14,,,,,,,,,,,,,,,
,,inland_tropical_storm,15,,,,,,,,,,,,,,,
,,blizzard,16,,,,,,,,,,,,,,,
,,ice_storm,17,,,,,,,,,,,,,,,
,,freezing_rain,18,,,,,,,,,,,,,,,
,,debris_flow,19,,,,,,,,,,,,,,,
,,flash_freeze,20,,,,,,,,,,,,,,,
,,dust_storm,21,,,,,,,,,,,,,,,
,,high_wind,22,,,,,,,,,,,,,,,
,,winter_storm,23,,,,,,,,,,,,,,,
,,heavy_freezing_spray,24,,,,,,,,,,,,,,,
,,extreme_cold,25,,,,,,,,,,,,,,,
,,wind_chill,26,,,,,,,,,,,,,,,
,,cold_wave,27,,,,,,,,,,,,,,,
,,heavy_snow_alert,28,,,,,,,,,,,,,,,
,,lake_effect_blowing_snow,29,,,,,,,,,,,,,,,
,,snow_squall,30,,,,,,,,,,,,,,,
,,lake_effect_snow,31,,,,,,,,,,,,,,,
,,winter_weather,32,,,,,,,,,,,,,,,
,,sleet,33,,,,,,,,,,,,,,,
,,snowfall,34,,,,,,,,,,,,,,,
,,snow_and_blowing_snow,35,,,,,,,,,,,,,,,
,,blowing_snow,36,,,,,,,,,,,,,,,
,,snow_alert,37,,,,,,,,,,,,,,,
,,arctic_outflow,38,,,,,,,,,,,,,,,
,,freezing_drizzle,39,,,,,,,,,,,,,,,
,,storm,40,,,,,,,,,,,,,,,
,,storm_surge,41,,,,,,,,,,,,,,,
,,rainfall,42,,,,,,,,,,,,,,,
,,areal_flood,43,,,,,,,,,,,,,,,
,,coastal_flood,44,,,,,,,,,,,,,,,
,,lakeshore_flood,45,,,,,,,,,,,,,,,
,,excessive_heat,46,,,,,,,,,,,,,,,
,,heat,47,,,,,,,,,,,,,,,
,,weather,48,,,,,,,,,,,,,,,
,,high_heat_and_humidity,49,,,,,,,,,,,,,,,
,,humidex_and_health,50,,,,,,,,,,,,,,,
,,humidex,51,,,,,,,,,,,,,,,
,,gale,52,,,,,,,,,,,,,,,
,,freezing_spray,53,,,,,,,,,,,,,,,
,,special_marine,54,,,,,,,,,,,,,,,
,,squall,55,,,,,,,,,,,,,,,
,,strong_wind,56,,,,,,,,,,,,,,,
,,lake_wind,57,,,,,,,,,,,,,,,
,,marine_weather,58,,,,,,,,,,,,,,,
,,wind,59,,,,,,,,,,,,,,,
,,small_craft_hazardous_seas,60,,,,,,,,,,,,,,,
,,hazardous_seas,61,,,,,,,,,,,,,,,
,,small_craft,62,,,,,,,,,,,,,,,
,,small_craft_winds,63,,,,,,,,,,,,,,,
,,small_craft_rough_bar,64,,,,,,,,,,,,,,,
,,high_water_level,65,,,,,,,,,,,,,,,
,,ashfall,66,,,,,,,,,,,,,,,
,,freezing_fog,67,,,,,,,,,,,,,,,
,,dense_fog,68,,,,,,,,,,,,,,,
,,dense_smoke,69,,,,,,,,,,,,,,,
,,blowing_dust,70,,,,,,,,,,,,,,,
,,hard_freeze,71,,,,,,,,,,,,,,,
,,freeze,72,,,,,,,,,,,,,,,
,,frost,73,,,,,,,,,,,,,,,
,,fire_weather,74,,,,,,,,,,,,,,,
,,flood,75,,,,,,,,,,,,,,,
,,rip_tide,76,,,,,,,,,,,,,,,
,,high_surf,77,,,,,,,,,,,,,,,
,,smog,78,,,,,,,,,,,,,,,
,,air_quality,79,,,,,,,,,,,,,,,
,,brisk_wind,80,,,,,,,,,,,,,,,
,,air_stagnation,81,,,,,,,,,,,,,,,
,,low_water,82,,,,,,,,,,,,,,,
,,hydrological,83,,,,,,,,,,,,,,,
,,special_weather,84,,,,,,,,,,,,,,,
stroke_type,enum,,,,,,,,,,,,,,,,,
,,no_event,0,,,,,,,,,,,,,,,
,,other,1,stroke was detected but cannot be identified,,,,,,,,,,,,,,
,,serve,2,,,,,,,,,,,,,,,
,,forehand,3,,,,,,,,,,,,,,,
,,backhand,4,,,,,,,,,,,,,,,
,,smash,5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
body_location,enum,,,,,,,,,,,,,,,,,
,,left_leg,0,,,,,,,,,,,,,,,
,,left_calf,1,,,,,,,,,,,,,,,
,,left_shin,2,,,,,,,,,,,,,,,
,,left_hamstring,3,,,,,,,,,,,,,,,
,,left_quad,4,,,,,,,,,,,,,,,
,,left_glute,5,,,,,,,,,,,,,,,
,,right_leg,6,,,,,,,,,,,,,,,
,,right_calf,7,,,,,,,,,,,,,,,
,,right_shin,8,,,,,,,,,,,,,,,
,,right_hamstring,9,,,,,,,,,,,,,,,
,,right_quad,10,,,,,,,,,,,,,,,
,,right_glute,11,,,,,,,,,,,,,,,
,,torso_back,12,,,,,,,,,,,,,,,
,,left_lower_back,13,,,,,,,,,,,,,,,
,,left_upper_back,14,,,,,,,,,,,,,,,
,,right_lower_back,15,,,,,,,,,,,,,,,
,,right_upper_back,16,,,,,,,,,,,,,,,
,,torso_front,17,,,,,,,,,,,,,,,
,,left_abdomen,18,,,,,,,,,,,,,,,
,,left_chest,19,,,,,,,,,,,,,,,
,,right_abdomen,20,,,,,,,,,,,,,,,
,,right_chest,21,,,,,,,,,,,,,,,
,,left_arm,22,,,,,,,,,,,,,,,
,,left_shoulder,23,,,,,,,,,,,,,,,
,,left_bicep,24,,,,,,,,,,,,,,,
,,left_tricep,25,,,,,,,,,,,,,,,
,,left_brachioradialis,26,Left anterior forearm,,,,,,,,,,,,,,
,,left_forearm_extensors,27,Left posterior forearm,,,,,,,,,,,,,,
,,right_arm,28,,,,,,,,,,,,,,,
,,right_shoulder,29,,,,,,,,,,,,,,,
,,right_bicep,30,,,,,,,,,,,,,,,
,,right_tricep,31,,,,,,,,,,,,,,,
,,right_brachioradialis,32,Right anterior forearm,,,,,,,,,,,,,,
,,right_forearm_extensors,33,Right posterior forearm,,,,,,,,,,,,,,
,,neck,34,,,,,,,,,,,,,,,
,,throat,35,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
segment_lap_status,enum,,,,,,,,,,,,,,,,,
,,end,0,,,,,,,,,,,,,,,
,,fail,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
segment_leaderboard_type,enum,,,,,,,,,,,,,,,,,
,,overall,0,,,,,,,,,,,,,,,
,,personal_best,1,,,,,,,,,,,,,,,
,,connections,2,,,,,,,,,,,,,,,
,,group,3,,,,,,,,,,,,,,,
,,challenger,4,,,,,,,,,,,,,,,
,,kom,5,,,,,,,,,,,,,,,
,,qom,6,,,,,,,,,,,,,,,
,,pr,7,,,,,,,,,,,,,,,
,,goal,8,,,,,,,,,,,,,,,
,,rival,9,,,,,,,,,,,,,,,
,,club_leader,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
segment_delete_status,enum,,,,,,,,,,,,,,,,,
,,do_not_delete,0,,,,,,,,,,,,,,,
,,delete_one,1,,,,,,,,,,,,,,,
,,delete_all,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
segment_selection_type,enum,,,,,,,,,,,,,,,,,
,,starred,0,,,,,,,,,,,,,,,
,,suggested,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
source_type,enum,,,,,,,,,,,,,,,,,
,,ant,0,External device connected with ANT,,,,,,,,,,,,,,
,,antplus,1,External device connected with ANT+,,,,,,,,,,,,,,
,,bluetooth,2,External device connected with BT,,,,,,,,,,,,,,
,,bluetooth_low_energy,3,External device connected with BLE,,,,,,,,,,,,,,
,,wifi,4,External device connected with Wifi,,,,,,,,,,,,,,
,,local,5,Onboard device,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
display_orientation,enum,,,,,,,,,,,,,,,,,
,,auto,0,automatic if the device supports it,,,,,,,,,,,,,,
,,portrait,1,,,,,,,,,,,,,,,
,,landscape,2,,,,,,,,,,,,,,,
,,portrait_flipped,3,portrait mode but rotated 180 degrees,,,,,,,,,,,,,,
,,landscape_flipped,4,landscape mode but rotated 180 degrees,,,,,,,,,,,,,,
rider_position_type,enum,,,,,,,,,,,,,,,,,
,,seated,0,,,,,,,,,,,,,,,
,,standing,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
power_phase_type,enum,,,,,,,,,,,,,,,,,
,,power_phase_start_angle,0,,,,,,,,,,,,,,,
,,power_phase_end_angle,1,,,,,,,,,,,,,,,
,,power_phase_arc_length,2,,,,,,,,,,,,,,,
,,power_phase_center,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
camera_event_type,enum,,,,,,,,,,,,,,,,,
,,video_start,0,Start of video recording,,,,,,,,,,,,,,
,,video_split,1,"Mark of video file split (end of one file, beginning of the other)",,,,,,,,,,,,,,
,,video_end,2,End of video recording,,,,,,,,,,,,,,
,,photo_taken,3,Still photo taken,,,,,,,,,,,,,,
,,video_second_stream_start,4,,,,,,,,,,,,,,,
,,video_second_stream_split,5,,,,,,,,,,,,,,,
,,video_second_stream_end,6,,,,,,,,,,,,,,,
,,video_split_start,7,Mark of video file split start,,,,,,,,,,,,,,
,,video_second_stream_split_start,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
sensor_type,enum,,,,,,,,,,,,,,,,,
,,accelerometer,0,,,,,,,,,,,,,,,
,,gyroscope,1,,,,,,,,,,,,,,,
,,compass,2,Magnetometer,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
bike_light_network_config_type,enum,,,,,,,,,,,,,,,,,
,,auto,0,,,,,,,,,,,,,,,
,,individual,4,,,,,,,,,,,,,,,
,,high_visibility,5,,,,,,,,,,,,,,,
comm_timeout_type,uint16,,,,,,,,,,,,,,,,,
,,wildcard_pairing_timeout,0,Timeout pairing to any device,,,,,,,,,,,,,,
,,pairing_timeout,1,Timeout pairing to previously paired device,,,,,,,,,,,,,,
,,connection_lost,2,Temporary loss of communications,,,,,,,,,,,,,,
,,connection_timeout,3,Connection closed due to extended bad communications,,,,,,,,,,,,,,
camera_orientation_type,enum,,,,,,,,,,,,,,,,,
,,camera_orientation_0,0,,,,,,,,,,,,,,,
,,camera_orientation_90,1,,,,,,,,,,,,,,,
,,camera_orientation_180,2,,,,,,,,,,,,,,,
,,camera_orientation_270,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
attitude_stage,enum,,,,,,,,,,,,,,,,,
,,failed,0,,,,,,,,,,,,,,,
,,aligning,1,,,,,,,,,,,,,,,
,,degraded,2,,,,,,,,,,,,,,,
,,valid,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
attitude_validity,uint16,,,,,,,,,,,,,,,,,
,,track_angle_heading_valid,0x0001,,,,,,,,,,,,,,,
,,pitch_valid,0x0002,,,,,,,,,,,,,,,
,,roll_valid,0x0004,,,,,,,,,,,,,,,
,,lateral_body_accel_valid,0x0008,,,,,,,,,,,,,,,
,,normal_body_accel_valid,0x0010,,,,,,,,,,,,,,,
,,turn_rate_valid,0x0020,,,,,,,,,,,,,,,
,,hw_fail,0x0040,,,,,,,,,,,,,,,
,,mag_invalid,0x0080,,,,,,,,,,,,,,,
,,no_gps,0x0100,,,,,,,,,,,,,,,
,,gps_invalid,0x0200,,,,,,,,,,,,,,,
,,solution_coasting,0x0400,,,,,,,,,,,,,,,
,,true_track_angle,0x0800,,,,,,,,,,,,,,,
,,magnetic_heading,0x1000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
exd_layout,enum,,,,,,,,,,,,,,,,,
,,full_screen,0,,,,,,,,,,,,,,,
,,half_vertical,1,,,,,,,,,,,,,,,
,,half_horizontal,2,,,,,,,,,,,,,,,
,,half_vertical_right_split,3,,,,,,,,,,,,,,,
,,half_horizontal_bottom_split,4,,,,,,,,,,,,,,,
,,full_quarter_split,5,,,,,,,,,,,,,,,
,,half_vertical_left_split,6,,,,,,,,,,,,,,,
,,half_horizontal_top_split,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
exd_display_type,enum,,,,,,,,,,,,,,,,,
,,numerical,0,,,,,,,,,,,,,,,
,,simple,1,,,,,,,,,,,,,,,
,,graph,2,,,,,,,,,,,,,,,
,,bar,3,,,,,,,,,,,,,,,
,,circle_graph,4,,,,,,,,,,,,,,,
,,virtual_partner,5,,,,,,,,,,,,,,,
,,balance,6,,,,,,,,,,,,,,,
,,string_list,7,,,,,,,,,,,,,,,
,,string,8,,,,,,,,,,,,,,,
,,simple_dynamic_icon,9,,,,,,,,,,,,,,,
,,gauge,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
exd_data_units,enum,,,,,,,,,,,,,,,,,
,,no_units,0,,,,,,,,,,,,,,,
,,laps,1,,,,,,,,,,,,,,,
,,miles_per_hour,2,,,,,,,,,,,,,,,
,,kilometers_per_hour,3,,,,,,,,,,,,,,,
,,feet_per_hour,4,,,,,,,,,,,,,,,
,,meters_per_hour,5,,,,,,,,,,,,,,,
,,degrees_celsius,6,,,,,,,,,,,,,,,
,,degrees_farenheit,7,,,,,,,,,,,,,,,
,,zone,8,,,,,,,,,,,,,,,
,,gear,9,,,,,,,,,,,,,,,
,,rpm,10,,,,,,,,,,,,,,,
,,bpm,11,,,,,,,,,,,,,,,
,,degrees,12,,,,,,,,,,,,,,,
,,millimeters,13,,,,,,,,,,,,,,,
,,meters,14,,,,,,,,,,,,,,,
,,kilometers,15,,,,,,,,,,,,,,,
,,feet,16,,,,,,,,,,,,,,,
,,yards,17,,,,,,,,,,,,,,,
,,kilofeet,18,,,,,,,,,,,,,,,
,,miles,19,,,,,,,,,,,,,,,
,,time,20,,,,,,,,,,,,,,,
,,enum_turn_type,21,,,,,,,,,,,,,,,
,,percent,22,,,,,,,,,,,,,,,
,,watts,23,,,,,,,,,,,,,,,
,,watts_per_kilogram,24,,,,,,,,,,,,,,,
,,enum_battery_status,25,,,,,,,,,,,,,,,
,,enum_bike_light_beam_angle_mode,26,,,,,,,,,,,,,,,
,,enum_bike_light_battery_status,27,,,,,,,,,,,,,,,
,,enum_bike_light_network_config_type,28,,,,,,,,,,,,,,,
,,lights,29,,,,,,,,,,,,,,,
,,seconds,30,,,,,,,,,,,,,,,
,,minutes,31,,,,,,,,,,,,,,,
,,hours,32,,,,,,,,,,,,,,,
,,calories,33,,,,,,,,,,,,,,,
,,kilojoules,34,,,,,,,,,,,,,,,
,,milliseconds,35,,,,,,,,,,,,,,,
,,second_per_mile,36,,,,,,,,,,,,,,,
,,second_per_kilometer,37,,,,,,,,,,,,,,,
,,centimeter,38,,,,,,,,,,,,,,,
,,enum_course_point,39,,,,,,,,,,,,,,,
,,bradians,40,,,,,,,,,,,,,,,
,,enum_sport,41,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
exd_qualifiers,enum,,,,,,,,,,,,,,,,,
,,no_qualifier,0,,,,,,,,,,,,,,,
,,instantaneous,1,,,,,,,,,,,,,,,
,,average,2,,,,,,,,,,,,,,,
,,lap,3,,,,,,,,,,,,,,,
,,maximum,4,,,,,,,,,,,,,,,
,,maximum_average,5,,,,,,,,,,,,,,,
,,maximum_lap,6,,,,,,,,,,,,,,,
,,last_lap,7,,,,,,,,,,,,,,,
,,average_lap,8,,,,,,,,,,,,,,,
,,to_destination,9,,,,,,,,,,,,,,,
,,to_go,10,,,,,,,,,,,,,,,
,,to_next,11,,,,,,,,,,,,,,,
,,next_course_point,12,,,,,,,,,,,,,,,
,,total,13,,,,,,,,,,,,,,,
,,three_second_average,14,,,,,,,,,,,,,,,
,,ten_second_average,15,,,,,,,,,,,,,,,
,,thirty_second_average,16,,,,,,,,,,,,,,,
,,percent_maximum,17,,,,,,,,,,,,,,,
